Annotator,ACLED/GDELT,Index,Time,Country,Actor 1,Actor 2,Article Url,Event Description,Is the event relevant?,"Why is the event NOT relevant? 
(if applicable)",tribal/communal/ethnic conflict,religious conflict,socio-political violence against women,climate-related security risks,Other,train_dev_test_split
A2,ACLED,SUD20585,2023-05-22,Sudan,Darfur Communal Militia (Sudan),Civilians (Sudan); Women (Sudan); Refugees/IDPs (Sudan),,"Around 22 May 2023 (between 15 - 31 May), militants (coded as Darfur communal militia) raped two IDPs (women) in Abu Shouk IDP Camp (Al Fasher, North Darfur).",Yes,,,,X,,,test
A2,GDELT,1142590453,20231126,Uganda,MUSLIM,,https://www.christianpost.com/news/uganda-two-christians-beaten-calling-muhammad-false-prophet.html,"Home News Uganda: 2 Christians beaten for calling Muhammad false prophet 'Though we were beaten, we know all things work together for good to those who love Jesus'
NAIROBI, Kenya — Two Christians in eastern Uganda were hospitalized after hardline Muslims beat them for their presentation at a religious dialogue, one of the victims said.
Musa Kirongosa, 32, and Swidiki Buyinza, 27, of an undisclosed church in Nawaikoke, Kaliro District, were the first to speak at the Christian-Muslim dialogue organized by Muslims on Nov. 13 in Bulumba town. Using both the Bible and the Quran, they argued that Muhammad was a false prophet, with Kirongosa asserting, “Truth is only found in Christ Jesus as the one and the only Savior for mankind.”
Angry Muslims in attendance grew rowdy before the two Christians had finished, forcing them to flee and go into hiding at the nearby home of a Christian, Buyinza said. Some of the Muslims rushed ahead to block the road leading out of the area, and about two hours later, at about 7 p.m. when the area was vacated and quiet, the two Christians thought it was safe to leave.
“When we left around 7:30 on our motorcycle, just a few kilometers along the Nawaikoke-Bulumba road, we were stopped by Buruhan Musobya, a well-known Muslim extremist, and six other Muslims,” Buyinza told Morning Star News. “They began shouting, ‘Allah Akbar [Allah is greater], these are the enemies of our prophet, Muhammad, as well as our religion. Kafir [Infidels]! Kafir!”",Yes,,,X,,,,test
A2,GDELT,976892997,20210328,Eritrea,GANG,,https://www.wionews.com/world/dont-shoot-ethiopian-father-begged-eritrean-soldiers-daughter-says-373824,"Fourteen-year-old Mibrak Esayus recalls the day last November when she says Eritrean soldiers burst into her home in Ethiopia`s Tigray region and killed her mother and father.
It was 10 days into Ethiopia`s military campaign against fighters from the Tigray People`s Liberation Front (TPLF), the region`s former ruling party, following their surprise assault on federal army bases in Tigray.
The family heard shooting outside their home in the town of Zalambessa, on the border with Eritrea, from around dawn, Mibrak said. Eritrean soldiers burst in around midday.
Her father, a priest at the local Ethiopian Orthodox church, begged them ""Don`t shoot,"" she told Reuters.
""They shot him in the chest with three bullets ... Then they shot my mama in her back.""",Yes,,X,,,,,train
A2,ACLED,SUD12410,2019-05-04,Sudan,Protesters (Sudan); Refugees/IDPs (Sudan); Women (Sudan),Police Forces of Sudan (2019-),,"On 4 May 2019, IDPs from Otash camp marched in Nyala (South Darfur) in solidarity with the sit-in at Khartoum, calling for a transition to a civilian regime. The majority of the demonstrators were reported to be children and women. Disputed accounts of events have followed; doctors and opposition groups said that security forces (implied to be riot police, and coded as Police) attacked demonstrators with batons, tear gas and live rounds, wounding six (two with gunshot wounds) and arresting four. Authorities have accused the demonstrators of instigating the violence, saying that five police were wounded, who responded with tear gas.",Yes,,,,,,X,test
A2,ACLED,SUD19239,2023-02-15,Sudan,Military Forces of Sudan (2019-2023) Rapid Support Forces,Civilians (Sudan); Refugees/IDPs (Sudan); Women (Sudan),,"On 15 February 2023, RSF soldiers on camels attacked six IDPs-women in Um Hashaba [coded to Zamzam IDP camp (Al Fasher, North Darfur)]. After the women went there to collect firewood. The militia raped two of the women, shot and wounded one of them, and beat three of them.",Yes,,,,X,,,test
A2,GDELT,938266780,20200731,Uganda,MUSLIM,CHRISTIAN,https://www.crosswalk.com/blogs/religion-today-blog/pastor-church-member-die-for-proclaiming-christ-in-eastern-uganda.html,"NAIROBI, Kenya, July 30, 2020 (Morning Star News) – Christians in eastern Uganda had what seemed to be an effective strategy for bringing the gospel to Muslims on the banks of Lake Nakuwa, part of Lake Kyoga.
The Christians from Namuseru village, Gadumire Sub-County in Kaliro District would cross the lake to go fishing and, as they interacted with Muslims near Lugonyola village, become fishers of men, inviting them to evangelistic meetings there.
In time hard-line Muslims began warning the Christians to stop evangelizing in the area, sources said. The last warning came on June 21, a day before radical Muslims from Lugonyola village beat and drowned 25-year-old pastor Peter Kyakulaga and 22-year-old church member Tuule Mumbya in the lake, one of the pastor’s relatives said.
“We have discovered that your mission is not to fish but to hold Christian meetings and then convert Muslims to Christianity,” one of the Muslims told the Christians on June 21, according to the relative. “We are not going to take this mission of yours lightly. This is our last warning to you.”
David Nabyoma, chairperson of the local council from Namuseru village, said Christian friends knocked on his door at 10 p.m. the night of June 22.",No,3. A summary of different situations,,,,,,train
A2,ACLED,ETH7807,2021-11-28,Ethiopia,TPLF: Tigray People's Liberation Front,Civilians (Ethiopia); Women (Ethiopia),,"On 28 November 2021, TPLF Forces raped a 13-year-old girl in Shewa Robit town. On the same day, TPLF forces also raped other unidentified number of women in Shewa Robit (Shoa Robit, North Shewa, Amhara).",Yes,,,,X,,,test
A2,ACLED,SSD4024,2017-05-06,South Sudan,Athoi-Gony-Agar Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan),Aliap-Rek Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan),,"On 6 May 2017, clashes between the Gony sub-section of the Athoi section of the Agar Dinka clan the and the Aliap section of the Rek Dinka were reported in Adirdir and Tinatong (Rumbek North county, Lakes state). At least 10 people were killed and four wounded (fatalities distributed across two events). Local authorities attributed the clash to excessive alcohol consumption in the cattle camps and villages.",Yes,,X,,,,,test
A2,ACLED,SOM30031,2019-12-06,Somalia,Al Shabaab,AMISOM: African Union Mission in Somalia (2007-2022),,"06 December 2019. In Gololey, Al Shabaab militants diverted and broke the banks of Shaballe river to cause flooding in AMISOM's base.",Yes,,,,,X,,train
A2,GDELT,1053599098,20220711,Ethiopia,ETHIOPIA,,http://asmarino.com/ai-commentary/5281-eritrean-troops-in-tigrai-shame-on-you,"The stories that are coming out of Tigrai are consistently reporting that Eritrean troops, together with the Amharas, are repeatedly accused by the international media and institutions, as well as many countries, for raping women in Tigrai. These are stories that are making average Eritreans flinch with horror and disgust all over the world.
The most recent report of such atrocity perpetrated by Eritrean soldiers in Tigrai has been released today by CNN under the title of “The war where women are raped, drugged and held hostage - women reveal rape being used as a weapon of war in Ethiopia.”
The story has been jointly presented by veteran reporters: CNN's Nima Elbagir and Barbara Arvanitidis reported from Hamdayet / Eliza Mackintosh wrote and reported from London / Bethlehem Feleke reported from Nairobi / Gianluca Mezzofiore and Katie Polglase reported from London.
It is to be remembered that US President Joe Biden has dispatched Senator Chris Coons to meet with Abiy and convey US ""concerns about the humanitarian crisis and human rights abuses in the Tigray region.""
The State Department has previously called for an independent investigation into atrocities committed during the war. Victims tend to hide rape crimes due to aftereffects - cultural, religious, and familial taboos.",No,3. A summary of different situations,,,,,,train
A2,ACLED,UGA7843,2022-04-03,Uganda,Karamajong Ethnic Militia (Uganda); Pastoralists (Uganda),Civilians (Uganda); Women (Uganda),,"On 3 April 2022, Karamajong militants injured three girls from the same family in Acanga Parish, Ngariam Sub-county (Katakwi, Eastern).",Yes,,,,X,,,test
A2,GDELT,1073650794,20221126,Ethiopia,OROMO,,https://borkena.com/2022/11/26/ethiopia-ethnic-boundaries-no-peace-while-people-live-within-sacrilegious-ethnic-boundaries/,"By Belayneh Abate
As history has shown, the most common causes of conflict and war are the pursuits of territories and resources. [1] Territories and resources are demarcated with physical, religious, or ethnic borders, and the higher the number of borders, the higher the number of conflicts and wars. Religious and ethnic boundaries are the most dangerous boundaries on earth since they are the most common reasons for ethnic cleansings and genocides.
The colonialist empires have been using complex ethnic and religious boundaries to weaken the colonized through ethnic or religious conflicts previously during the epoch of colonialism and now in the era of neo-colonialism. The five- thousand years old Ethiopia has been defending herself from these mischiefs of colonialists until 1991 when the children of former traitors (Bandas) took power supported by the West and the rivalry powers in the region.
Unfortunately, the children of the traitors accomplished what their traitor forefathers and their colonialist masters were unable to achieve. The traitors looked at the colonialists’ map drawn to divide and conquer Ethiopia and built blood-shedding ethnic boundaries throughout the country. Perhaps, these traitors are the only morons in the universe and history who divided the people with ethnic boundaries following the mischievous maps of their unsuccessful colonialist masters, and scarified tens of thousands of their followers to make their own country land locked.
Since these ethnic boundaries were installed between the very people that lived in harmony for thousands of years, Ethiopians have been deprived of living in peace let alone exercising their God given rights. As the well-compiled graphic documentaries show, Amaras and Guragaes were thrown into cliffs alive in Bedeno right after the cursed hands drew the lines of ethnic boundaries. [2]",No,2. Not violence / conflict related,,,,,,train
